@relation gentil-rude
@attribute massa NUMERIC
@attribute altura NUMERIC
@attribute dentes {normais,afiados}
@attribute corolhos {escura, clara, vermelha}
@attribute gentil {S,N}
@data
174.40,2.00,normais,vermelha,N
76.83,1.66,normais,escura,S
57.23,1.56,normais,clara,S
163.98,2.12,normais,clara,S
58.72,2.17,afiados,vermelha,S
149.58,1.52,afiados,escura,N
94.85,2.00,normais,escura,S
106.56,1.92,normais,escura,S
93.28,2.06,normais,vermelha,S
110.58,2.16,afiados,clara,N
150.36,2.25,afiados,clara,N
65.86,1.82,normais,escura,S
64.84,1.91,afiados,vermelha,S
125.36,1.75,normais,escura,S
150.53,2.26,afiados,escura,N
168.68,1.92,normais,vermelha,N
50.58,2.37,afiados,clara,S
116.29,1.71,afiados,vermelha,N
65.19,2.02,afiados,vermelha,S
160.45,2.11,afiados,clara,N
156.54,2.14,normais,escura,S
57.13,1.51,afiados,escura,N
58.56,1.93,normais,escura,S
97.72,2.22,afiados,clara,S
87.69,1.91,normais,clara,S
85.36,2.24,normais,vermelha,S
109.16,2.04,normais,vermelha,N
62.56,2.21,afiados,clara,S
75.69,1.82,normais,clara,S
76.93,1.76,normais,vermelha,N
80.08,1.58,normais,clara,S
118.50,2.34,normais,clara,S
83.36,2.20,normais,clara,S
74.58,2.22,afiados,escura,S
98.30,2.14,afiados,clara,S
89.85,1.99,afiados,vermelha,S
131.19,2.29,normais,clara,S
171.84,1.80,afiados,escura,N
64.07,1.89,afiados,vermelha,S
150.90,2.26,afiados,escura,N
139.22,2.23,normais,vermelha,S
156.11,1.97,normais,escura,S
77.32,1.91,afiados,escura,S
138.79,2.37,afiados,clara,N
113.60,1.76,afiados,vermelha,N
143.95,2.01,afiados,vermelha,N
150.01,1.66,normais,escura,S
93.73,2.18,normais,clara,S
142.60,1.54,normais,vermelha,N
151.63,2.29,afiados,escura,N
85.62,1.89,afiados,clara,S
54.12,1.57,normais,vermelha,N
147.40,2.36,afiados,vermelha,N
122.97,1.96,afiados,vermelha,N
103.95,1.80,afiados,clara,N
170.10,2.32,afiados,clara,N
157.84,2.09,normais,clara,S
85.71,1.84,afiados,clara,S
132.43,2.17,normais,clara,S
58.59,2.38,afiados,escura,S
107.93,1.72,normais,clara,S
67.14,1.72,afiados,clara,N
71.47,1.55,normais,escura,S
165.50,1.67,normais,escura,S
70.93,1.82,afiados,clara,S
98.62,1.73,afiados,vermelha,N
97.79,1.95,normais,escura,S
80.44,1.57,afiados,clara,N
61.95,2.10,normais,clara,S
136.82,1.90,normais,clara,S
150.00,2.28,afiados,clara,N
146.64,2.15,normais,clara,S
97.38,2.35,normais,escura,S
50.96,2.08,afiados,clara,S
168.95,2.20,normais,clara,S
104.69,2.38,afiados,vermelha,N
125.07,2.36,afiados,clara,N
126.96,2.20,normais,clara,S
160.69,2.14,normais,clara,S
136.37,2.12,afiados,escura,N
142.43,2.02,normais,escura,S
156.10,2.37,normais,clara,S
133.84,2.30,afiados,clara,N
154.30,1.99,normais,escura,S
108.21,2.00,afiados,vermelha,N
138.62,2.39,afiados,vermelha,N
89.05,2.38,afiados,clara,S
75.72,2.18,afiados,clara,S
62.85,2.31,afiados,clara,S
134.55,2.34,afiados,clara,N
61.78,2.10,normais,clara,S
85.55,2.38,afiados,vermelha,S
178.63,2.06,normais,clara,S
97.17,1.71,afiados,escura,N
131.84,1.71,normais,clara,S
179.00,1.78,normais,escura,S
139.15,2.15,afiados,clara,N
88.28,2.07,afiados,escura,S
92.79,2.31,normais,escura,S
166.09,2.01,normais,clara,S
81.18,1.58,normais,clara,S
80.07,1.88,normais,vermelha,S
150.62,1.55,afiados,vermelha,N
137.16,1.77,normais,vermelha,N
142.01,2.23,normais,escura,S
154.11,2.04,afiados,clara,N
110.47,1.76,afiados,escura,N
111.95,2.31,afiados,clara,N
59.87,1.99,normais,escura,S
149.24,1.77,afiados,vermelha,N
149.20,2.27,afiados,vermelha,N
143.02,1.77,afiados,clara,N
130.26,1.93,normais,escura,S
90.81,2.30,normais,escura,S
68.69,1.92,afiados,clara,S
52.55,1.64,normais,clara,S
134.65,1.82,normais,vermelha,N
53.45,1.97,normais,vermelha,S
114.93,2.30,normais,escura,S
56.70,1.51,afiados,clara,N
111.49,2.30,normais,escura,N
78.54,2.01,afiados,escura,S
125.48,2.38,afiados,escura,N
170.37,1.59,normais,clara,S
100.42,2.07,normais,clara,S
117.52,2.36,normais,escura,S
175.16,1.90,afiados,clara,N
77.40,1.59,afiados,vermelha,N
60.34,2.33,afiados,clara,S
86.66,1.67,afiados,vermelha,N
130.92,1.89,afiados,clara,N
67.79,1.66,afiados,clara,N
97.71,1.55,afiados,vermelha,N
72.46,1.84,afiados,escura,S
109.58,2.24,afiados,escura,N
83.67,1.76,normais,escura,S
99.91,2.36,afiados,escura,S
149.69,2.36,afiados,escura,N
74.11,2.35,normais,escura,S
77.67,1.73,afiados,clara,N
154.10,1.79,normais,clara,S
176.24,2.31,afiados,clara,N
144.62,2.37,normais,escura,S
136.84,1.74,normais,vermelha,N
84.64,2.09,afiados,vermelha,S
94.38,1.61,normais,escura,S
137.02,2.20,afiados,escura,N
109.12,1.89,afiados,vermelha,N
135.40,2.33,normais,clara,S
158.72,1.65,afiados,clara,N
139.22,1.68,afiados,vermelha,N
73.02,2.31,normais,vermelha,S
160.43,2.07,afiados,vermelha,N
123.76,1.65,normais,escura,S
53.65,1.65,normais,escura,S
128.74,2.26,normais,vermelha,N
130.47,2.15,afiados,escura,N
55.20,2.00,afiados,clara,S
56.20,1.67,afiados,escura,N
158.47,1.79,afiados,vermelha,N
66.27,1.91,normais,vermelha,S
163.57,1.77,afiados,escura,N
69.65,2.01,afiados,vermelha,S
142.22,2.12,afiados,vermelha,N
72.33,2.14,afiados,escura,S
140.69,1.69,normais,escura,S
152.47,1.72,normais,escura,S
81.59,2.32,afiados,escura,S
71.69,1.51,normais,clara,S
148.26,2.37,afiados,escura,N
102.35,2.06,afiados,escura,N
59.45,2.36,afiados,escura,S
105.85,2.31,normais,vermelha,N
132.83,1.56,normais,clara,S
135.20,1.55,afiados,escura,N
67.55,1.92,normais,escura,S
91.56,1.70,normais,clara,S
50.13,2.19,normais,escura,S
74.88,1.61,afiados,clara,N
143.18,1.75,normais,clara,S
135.08,1.63,afiados,escura,N
124.29,1.60,afiados,escura,N
176.84,1.83,normais,clara,S
124.18,2.04,normais,escura,S
178.04,1.59,afiados,escura,N
154.52,2.28,afiados,escura,N
116.61,2.31,afiados,clara,N
67.10,2.22,normais,vermelha,N
61.54,1.72,afiados,vermelha,N
116.37,2.22,normais,clara,S
178.86,2.11,afiados,clara,N
159.59,1.89,normais,clara,S
133.69,1.83,afiados,clara,N
172.89,1.84,normais,escura,S
158.03,2.23,normais,vermelha,N
130.19,2.29,afiados,clara,N
177.32,1.73,afiados,vermelha,N
65.06,1.76,normais,clara,S
64.05,2.05,normais,escura,S
121.14,1.97,afiados,clara,N
160.21,2.29,afiados,escura,N
71.21,1.95,afiados,escura,S
153.18,1.84,normais,escura,S
149.52,1.77,normais,escura,S
179.82,2.24,normais,vermelha,N
115.77,1.71,normais,vermelha,N
146.26,2.01,afiados,vermelha,N
152.42,1.80,afiados,clara,N
147.16,2.01,afiados,vermelha,N
76.02,1.88,afiados,clara,S
80.75,2.10,normais,escura,S
130.52,1.66,normais,escura,S
57.73,1.72,normais,clara,S
172.12,2.05,normais,escura,S
86.70,2.24,normais,escura,S
84.58,2.14,normais,clara,S
64.67,2.01,normais,clara,S
94.65,1.92,afiados,clara,S
102.50,1.82,afiados,clara,N
108.69,2.31,normais,escura,S
86.46,1.71,normais,clara,S
118.77,1.77,afiados,clara,N
179.80,2.14,normais,vermelha,N
63.93,2.09,afiados,clara,S
119.04,1.53,normais,vermelha,N
127.80,1.67,afiados,vermelha,N
131.12,1.78,afiados,escura,N
155.48,1.59,afiados,clara,N
125.84,1.56,afiados,vermelha,N
163.25,1.56,normais,vermelha,N
55.44,1.59,normais,escura,S
166.75,1.54,normais,vermelha,N
139.87,1.64,afiados,vermelha,N
55.25,2.36,normais,clara,S
165.08,2.33,afiados,escura,N
95.55,1.62,afiados,vermelha,N
82.15,1.63,afiados,vermelha,N
153.57,1.65,afiados,clara,N
68.18,1.52,afiados,vermelha,N
172.46,2.06,normais,clara,S
81.01,2.36,afiados,escura,S
72.45,1.60,afiados,escura,N
62.25,1.54,afiados,vermelha,N
103.97,2.23,normais,clara,N
52.97,1.58,afiados,escura,N
132.61,2.34,afiados,vermelha,N
160.00,1.94,afiados,escura,N
112.12,2.36,afiados,escura,N
129.83,2.19,normais,vermelha,N
121.08,1.94,normais,vermelha,N
91.81,1.80,normais,vermelha,N
97.18,1.58,normais,escura,S
91.75,1.73,normais,clara,S
85.51,2.19,normais,escura,S
176.68,1.80,afiados,vermelha,N
132.65,2.25,afiados,escura,N
91.71,1.65,normais,escura,S
146.96,2.25,afiados,escura,N
83.25,2.34,afiados,clara,S
54.99,2.21,afiados,clara,S
51.20,2.09,normais,vermelha,S
135.45,2.11,normais,escura,S
78.03,1.55,afiados,escura,N
98.66,1.79,normais,clara,S
129.71,2.04,afiados,clara,N
99.03,1.87,afiados,clara,S
103.36,1.60,afiados,clara,N
164.73,2.32,normais,clara,S
102.87,1.85,normais,clara,S
51.66,1.74,afiados,clara,N
122.68,2.35,afiados,vermelha,N
155.53,1.53,normais,vermelha,N
156.01,1.77,afiados,clara,N
139.40,1.73,afiados,escura,N
141.95,1.84,normais,clara,S
98.94,1.54,normais,escura,S
144.40,1.61,afiados,clara,N
174.08,2.34,afiados,vermelha,N
172.23,1.71,afiados,vermelha,N
109.60,1.98,normais,clara,S
125.77,2.38,afiados,vermelha,N
66.69,1.75,normais,escura,S
114.31,1.57,normais,escura,S
105.53,1.58,normais,escura,S
86.66,1.67,afiados,clara,N
98.72,2.37,afiados,escura,S
136.07,1.94,normais,escura,S
135.26,1.52,normais,vermelha,N
80.98,1.89,normais,vermelha,S
134.63,1.78,normais,clara,S
124.23,1.85,normais,escura,S
76.97,2.27,afiados,vermelha,S
132.63,1.57,afiados,escura,N
162.31,1.59,afiados,vermelha,N
52.16,1.64,normais,escura,S
124.45,1.95,normais,clara,S
111.33,2.07,afiados,escura,N
67.05,1.56,afiados,escura,N
89.54,2.30,afiados,vermelha,S
65.04,2.09,normais,escura,N
87.82,1.51,afiados,vermelha,N
75.13,2.01,normais,vermelha,S
158.12,1.62,normais,clara,N
65.27,2.11,afiados,vermelha,S
93.22,2.00,afiados,vermelha,S
101.17,2.07,normais,escura,S
77.06,2.31,normais,vermelha,S
97.97,1.51,afiados,clara,N
177.86,1.73,afiados,vermelha,N
178.82,1.55,afiados,vermelha,N
143.36,1.77,normais,vermelha,N
176.81,2.13,afiados,escura,N
121.31,1.52,normais,escura,S
69.89,1.60,normais,clara,S
108.95,2.26,afiados,escura,N
160.34,2.10,afiados,escura,N
155.74,1.79,afiados,vermelha,N
103.19,2.06,afiados,vermelha,N
109.82,2.01,normais,vermelha,N
101.94,1.82,normais,escura,S
165.59,1.57,normais,clara,S
79.87,2.03,afiados,escura,S
128.96,1.91,afiados,vermelha,N
151.06,1.51,afiados,escura,N
129.11,2.11,afiados,vermelha,N
86.78,1.71,afiados,clara,N
53.75,2.00,normais,escura,S
128.28,1.62,normais,vermelha,N
126.32,2.22,afiados,clara,N
107.17,1.94,afiados,escura,N
73.16,1.75,afiados,vermelha,N
55.72,1.58,afiados,clara,N
143.52,1.55,afiados,escura,N
80.48,2.01,normais,escura,S
84.69,2.39,normais,vermelha,S
119.04,2.03,normais,escura,N
124.32,2.07,normais,vermelha,N
126.47,1.58,normais,vermelha,N
111.36,1.74,normais,clara,S
166.84,1.52,afiados,vermelha,N
67.77,1.94,afiados,clara,S
138.76,2.08,normais,escura,S
79.97,1.52,afiados,clara,N
135.05,2.09,afiados,clara,N
128.44,1.60,normais,escura,N
125.23,2.38,normais,escura,S
79.94,1.75,normais,vermelha,N
137.09,2.05,afiados,clara,N
146.71,2.15,afiados,clara,N
82.66,1.77,afiados,escura,N
132.86,2.31,normais,escura,S
87.88,2.39,normais,clara,S
144.95,1.80,normais,escura,S
179.24,1.53,afiados,escura,N
139.99,1.76,afiados,vermelha,N
57.72,2.02,normais,vermelha,S
90.48,2.06,afiados,escura,S
147.89,1.69,normais,vermelha,N
122.37,2.04,afiados,escura,N
140.66,1.88,afiados,vermelha,N
125.73,1.55,afiados,escura,N
74.04,2.06,normais,escura,S
119.48,1.78,normais,escura,S
67.92,2.14,normais,escura,S
109.69,1.92,normais,escura,S
92.17,2.03,normais,vermelha,S
136.67,2.21,afiados,clara,N
91.86,1.70,normais,vermelha,N
156.05,2.06,normais,escura,S
93.71,1.99,normais,vermelha,S
94.63,2.18,afiados,escura,S
130.44,1.99,normais,vermelha,N
121.15,2.04,normais,clara,S
83.02,2.21,normais,escura,S
125.80,1.62,afiados,escura,N
64.54,2.02,afiados,vermelha,S
87.51,2.21,normais,clara,S
62.22,1.74,afiados,clara,N
144.88,2.24,normais,vermelha,N
119.00,1.61,afiados,escura,N
84.83,2.01,afiados,vermelha,S
150.57,2.04,afiados,clara,N
128.45,1.94,normais,vermelha,N
127.37,1.82,afiados,clara,N
169.41,2.20,normais,clara,S
66.22,1.90,normais,escura,S
143.85,1.88,afiados,vermelha,N
118.68,1.63,afiados,clara,N
55.38,2.32,afiados,clara,S
170.33,2.19,normais,escura,S
57.15,2.18,afiados,clara,S
116.37,2.06,normais,vermelha,N
121.80,2.19,normais,escura,S
174.42,1.74,afiados,vermelha,N
106.11,2.07,normais,escura,S
115.55,1.59,normais,escura,S
94.37,2.39,afiados,vermelha,S
133.03,1.52,normais,vermelha,N
95.38,1.96,normais,escura,S
103.77,1.89,afiados,clara,N
147.77,1.56,afiados,escura,N
166.66,2.29,normais,escura,S
143.54,1.70,normais,vermelha,N
130.97,2.19,afiados,escura,N
154.34,2.20,normais,vermelha,N
63.50,1.89,normais,escura,S
60.85,2.20,afiados,vermelha,S
158.10,1.91,normais,vermelha,N
118.24,1.51,afiados,clara,N
72.84,1.51,normais,clara,S
55.65,1.67,afiados,clara,N
176.62,1.95,afiados,clara,N
72.14,2.01,normais,escura,S
93.73,2.29,afiados,escura,S
123.87,2.16,normais,clara,S
60.30,1.85,afiados,vermelha,S
72.78,2.15,normais,vermelha,S
88.62,2.11,afiados,vermelha,S
178.29,2.23,afiados,escura,N
78.32,1.54,afiados,vermelha,N
122.82,1.79,normais,clara,S
106.13,1.84,normais,vermelha,N
149.26,1.65,afiados,clara,N
90.34,2.39,normais,escura,S
78.60,1.98,normais,vermelha,S
52.43,1.60,normais,escura,S
85.84,2.16,normais,escura,S
55.03,1.75,normais,escura,S
140.28,2.19,afiados,clara,N
142.98,1.61,afiados,clara,N
171.60,2.09,normais,clara,S
86.43,2.37,normais,escura,S
135.14,1.66,afiados,vermelha,N
165.62,2.35,afiados,escura,N
111.86,2.39,normais,clara,S
150.89,1.95,afiados,escura,N
176.09,2.34,normais,clara,S
122.10,1.99,normais,vermelha,N
139.54,2.01,normais,clara,S
124.96,2.09,normais,vermelha,S
72.56,1.63,normais,escura,S
177.55,1.84,normais,escura,S
114.88,1.62,normais,vermelha,N
134.22,1.83,afiados,clara,N
134.43,2.10,normais,clara,S
170.93,2.30,afiados,vermelha,S
167.39,1.75,normais,escura,S
143.00,2.01,afiados,clara,N
63.31,1.82,normais,clara,S
165.93,2.22,afiados,vermelha,N
51.63,1.58,afiados,vermelha,N
81.33,2.30,normais,vermelha,S
81.61,2.12,afiados,clara,S
109.69,1.95,normais,vermelha,N
58.06,2.12,afiados,clara,S
176.84,2.30,normais,vermelha,N
83.96,2.22,afiados,vermelha,S
107.29,1.82,afiados,clara,N
101.86,2.40,afiados,clara,N
109.93,1.57,afiados,clara,N
175.20,2.19,afiados,vermelha,N
51.14,1.55,afiados,clara,N
116.83,2.37,normais,clara,S
160.63,2.16,normais,clara,S
166.57,1.78,afiados,escura,N
106.52,1.88,afiados,clara,N
77.67,2.21,normais,escura,S
127.98,2.25,afiados,clara,N
161.40,1.81,normais,escura,S
87.17,2.06,afiados,escura,S
80.42,2.38,normais,escura,S
141.02,1.58,afiados,vermelha,N
148.83,2.33,afiados,vermelha,N
88.51,2.16,normais,vermelha,S
116.05,1.83,afiados,clara,N
139.98,1.68,normais,clara,S
53.91,2.23,normais,vermelha,S
55.84,1.72,normais,clara,S
157.92,2.24,normais,clara,S
97.76,1.58,normais,escura,S
123.39,1.54,normais,escura,S
173.43,2.35,afiados,vermelha,N
75.37,2.32,normais,vermelha,S
173.76,2.33,afiados,vermelha,N
64.31,1.99,afiados,escura,N
143.68,2.14,afiados,clara,N
169.17,1.91,normais,vermelha,N
158.36,1.90,afiados,clara,N
55.84,2.03,afiados,escura,S
95.12,2.32,afiados,escura,S
55.90,1.98,afiados,clara,S
86.90,1.59,afiados,vermelha,N
98.14,1.55,normais,clara,S
116.97,2.32,normais,escura,S
84.85,1.87,afiados,clara,S
120.89,2.11,afiados,escura,N
86.92,2.15,afiados,escura,S
100.64,2.23,afiados,vermelha,N
159.07,1.60,afiados,clara,N
154.58,2.22,normais,escura,S
107.35,1.88,afiados,escura,N
162.06,1.88,normais,escura,S
132.98,1.62,normais,escura,S
166.97,1.92,normais,vermelha,N
72.22,1.93,afiados,vermelha,S
128.63,1.65,afiados,clara,N
121.58,1.84,afiados,clara,N
113.18,2.18,afiados,clara,N
106.90,1.75,afiados,vermelha,N
137.11,2.24,afiados,clara,N
168.61,2.07,afiados,vermelha,N
136.65,1.67,afiados,vermelha,N
108.53,2.32,afiados,clara,N
148.50,2.38,afiados,vermelha,N
161.16,2.35,afiados,clara,N
166.19,1.64,afiados,vermelha,N
156.09,1.81,afiados,escura,N
90.03,2.14,normais,clara,S
125.41,2.13,normais,escura,S
122.03,2.16,normais,clara,S
101.51,2.08,normais,clara,S
84.08,1.52,normais,escura,S
129.00,1.67,normais,clara,S
137.08,1.57,normais,clara,S
133.49,2.40,afiados,vermelha,N
125.64,1.58,afiados,vermelha,N
65.52,2.24,afiados,clara,S
129.86,2.12,normais,vermelha,N
50.96,1.62,normais,vermelha,N
78.19,1.57,normais,clara,S
104.52,1.89,normais,escura,S
57.34,2.34,afiados,clara,S
165.90,1.54,afiados,escura,N
111.60,2.38,afiados,escura,N
59.36,1.77,normais,vermelha,N
122.09,1.96,afiados,vermelha,N
63.55,1.74,normais,escura,S
101.22,1.83,afiados,escura,N
130.51,1.69,afiados,clara,N
67.96,1.56,normais,vermelha,N
61.46,2.33,normais,vermelha,S
123.31,2.16,normais,vermelha,N
120.22,2.09,afiados,escura,N
118.00,2.31,afiados,clara,N
78.62,2.08,normais,vermelha,S
92.73,2.14,afiados,escura,N
92.23,2.05,afiados,clara,S
147.15,1.90,normais,escura,S
139.61,1.92,normais,vermelha,N
113.28,2.20,afiados,vermelha,N
105.77,2.03,afiados,escura,N
174.69,2.06,normais,escura,S
107.49,1.84,normais,clara,S
61.08,2.17,normais,clara,S
120.56,1.73,normais,vermelha,N
164.59,1.86,normais,vermelha,N
159.47,2.13,normais,vermelha,N
155.61,2.17,afiados,clara,N
103.79,1.73,afiados,escura,N
141.84,1.54,normais,vermelha,N
95.45,2.26,normais,escura,S
51.62,2.05,normais,vermelha,S
141.93,2.10,normais,clara,S
126.32,1.72,normais,clara,S
112.78,2.05,normais,escura,S
158.60,1.75,afiados,clara,N
127.84,2.14,afiados,escura,N
121.75,1.84,afiados,escura,N
90.49,2.03,normais,clara,S
142.13,2.05,afiados,clara,N
108.32,1.80,afiados,vermelha,N
160.25,1.84,normais,clara,S
57.56,2.05,normais,clara,S
129.74,1.96,afiados,vermelha,N
93.70,1.64,afiados,vermelha,N
108.17,2.31,afiados,vermelha,N
106.35,2.23,afiados,escura,N
51.89,2.35,normais,escura,S
101.62,1.54,normais,vermelha,N
121.65,2.10,normais,escura,S
137.49,2.32,afiados,escura,N
141.84,2.10,normais,escura,S
121.73,2.25,normais,escura,S
145.34,1.88,afiados,clara,N
114.07,2.27,normais,escura,S
178.35,2.02,normais,escura,S
105.54,1.74,normais,vermelha,N
121.10,2.20,afiados,vermelha,N
55.02,1.99,afiados,clara,S
144.81,1.78,normais,clara,S
52.50,2.23,normais,clara,S
120.31,1.60,normais,clara,S
166.62,1.51,normais,escura,S
153.67,1.92,normais,clara,S
56.88,1.57,normais,clara,S
172.72,1.84,afiados,clara,N
173.35,2.24,afiados,vermelha,N
79.84,1.68,afiados,clara,N
78.89,2.37,afiados,escura,S
68.72,1.69,normais,escura,S
106.17,1.97,afiados,escura,N
127.42,1.98,afiados,clara,N
55.37,2.32,normais,escura,S
107.71,2.07,afiados,clara,N
56.25,1.51,normais,escura,S
162.26,1.61,afiados,vermelha,N
144.55,1.88,normais,vermelha,S
171.61,1.98,afiados,escura,N
179.80,1.86,afiados,escura,N
103.54,2.40,afiados,clara,N
177.70,1.98,normais,clara,S
63.73,2.12,afiados,vermelha,S
170.98,2.17,afiados,vermelha,N
161.82,2.36,afiados,clara,N
116.02,2.16,normais,vermelha,N
179.32,2.01,afiados,clara,N
112.16,2.37,normais,escura,N
66.09,1.84,normais,clara,S
55.81,1.96,normais,escura,S
133.74,2.25,afiados,escura,N
115.16,1.93,afiados,clara,N
70.72,2.37,afiados,vermelha,S
154.76,2.36,normais,vermelha,N
109.76,2.12,afiados,escura,N
83.15,2.15,afiados,clara,S
132.26,2.00,normais,clara,S
108.54,2.11,normais,vermelha,N
146.45,2.17,normais,escura,N
170.81,1.98,normais,escura,S
122.22,2.11,afiados,escura,N
63.46,1.98,afiados,clara,S
126.41,1.75,afiados,clara,N
98.75,2.40,normais,vermelha,S
84.12,1.82,normais,escura,S
169.83,2.21,normais,clara,S
137.42,2.40,afiados,vermelha,N
102.69,1.79,normais,clara,S
99.30,1.68,afiados,vermelha,N
60.51,1.83,afiados,clara,S
56.23,2.05,normais,vermelha,S
124.58,2.38,afiados,clara,N
66.11,2.32,afiados,clara,S
98.71,1.59,normais,vermelha,N
130.65,2.09,afiados,clara,N
97.56,2.19,afiados,escura,S
91.83,2.00,afiados,escura,S
128.06,2.35,afiados,vermelha,N
153.43,2.32,normais,escura,S
144.96,1.83,normais,clara,S
105.17,1.51,afiados,escura,N
112.16,2.01,afiados,vermelha,N
161.65,1.69,afiados,escura,N
142.56,1.70,afiados,escura,N
163.63,1.67,afiados,vermelha,N
140.98,1.82,normais,escura,S
113.59,1.57,afiados,escura,N
133.55,1.66,normais,clara,S
126.10,2.32,afiados,clara,N
110.03,2.19,afiados,vermelha,N
136.90,2.27,normais,vermelha,N
167.27,2.24,afiados,vermelha,N
171.14,1.94,afiados,escura,N
87.61,1.67,normais,vermelha,N
92.67,2.28,afiados,clara,S
145.51,1.95,normais,escura,S
134.94,1.96,normais,vermelha,N
143.01,1.70,afiados,escura,N
100.32,2.05,normais,vermelha,N
161.10,2.04,normais,clara,S
160.99,2.22,afiados,vermelha,N
95.94,2.36,normais,clara,S
106.20,1.81,afiados,clara,N
110.45,1.60,normais,clara,S
130.31,1.79,afiados,escura,N
176.65,1.64,afiados,escura,N
59.89,1.84,afiados,clara,S
104.29,2.21,normais,vermelha,N
75.67,2.13,normais,escura,S
176.95,1.88,normais,escura,S
74.56,1.71,normais,escura,S
141.51,1.58,afiados,clara,N
148.64,2.38,afiados,vermelha,N
159.93,2.06,normais,clara,S
106.29,1.93,normais,clara,S
158.80,2.27,afiados,vermelha,N
153.20,2.09,normais,escura,S
117.06,2.09,normais,clara,S
95.26,2.31,afiados,escura,S
138.12,2.16,afiados,clara,N
167.50,1.52,afiados,vermelha,N
131.26,1.84,normais,clara,S
61.57,2.28,normais,vermelha,S
137.34,2.25,afiados,clara,N
114.17,2.11,afiados,vermelha,N
57.60,1.97,normais,vermelha,S
93.41,2.00,afiados,clara,S
131.77,1.78,normais,clara,S
120.91,1.78,afiados,escura,N
158.39,2.34,afiados,clara,N
155.58,1.53,afiados,clara,N
147.57,2.32,normais,escura,S
156.79,1.73,afiados,escura,N
65.41,1.62,afiados,escura,N
93.92,1.74,normais,vermelha,N
71.55,1.77,normais,vermelha,N
165.61,1.83,normais,escura,S
173.33,1.68,afiados,clara,N
156.41,1.84,normais,escura,S
143.15,2.22,normais,vermelha,N
112.61,1.62,normais,vermelha,N
155.30,1.90,normais,clara,S
66.09,1.88,afiados,vermelha,N
173.41,2.22,afiados,vermelha,N
118.81,1.95,afiados,clara,N
156.19,1.55,normais,escura,N
76.95,2.14,afiados,vermelha,S
62.39,1.77,normais,clara,S
106.41,1.52,afiados,escura,N
144.87,2.26,normais,vermelha,N
174.75,1.64,normais,clara,S
79.76,2.12,normais,vermelha,S
62.71,2.17,normais,escura,S
53.87,2.23,normais,vermelha,S
58.66,1.56,normais,escura,S
85.08,1.93,normais,vermelha,S
148.73,2.31,afiados,escura,N
55.40,1.97,normais,vermelha,S
166.35,1.89,normais,clara,S
124.66,1.74,afiados,escura,N
70.82,1.88,normais,clara,S
163.31,2.24,afiados,escura,N
176.22,2.21,afiados,vermelha,N
171.28,1.79,normais,vermelha,N
135.43,2.09,afiados,vermelha,N
61.59,1.55,afiados,vermelha,N
57.28,1.63,normais,escura,S
55.03,1.60,afiados,escura,N
55.48,2.09,afiados,clara,S
88.97,2.25,afiados,escura,S
159.25,1.56,normais,vermelha,N
135.95,2.17,normais,clara,S
119.78,2.23,afiados,escura,N
117.09,1.74,afiados,vermelha,N
124.06,2.37,afiados,vermelha,N
67.37,1.88,afiados,escura,S
132.69,1.92,afiados,clara,N
93.81,2.02,normais,clara,S
155.98,1.96,afiados,clara,N
99.65,2.27,afiados,escura,S
144.79,2.15,normais,vermelha,N
119.04,1.82,normais,escura,S
105.10,2.33,normais,escura,S
71.87,1.58,normais,escura,S
141.11,2.07,normais,vermelha,N
169.95,2.36,normais,vermelha,N
51.56,2.18,normais,vermelha,S
99.40,1.54,afiados,clara,N
91.82,1.87,afiados,escura,S
143.78,2.37,afiados,clara,N
162.16,2.10,normais,vermelha,N
150.44,2.36,afiados,escura,N
86.54,1.89,afiados,clara,S
88.84,1.86,afiados,clara,S
146.05,2.31,afiados,escura,N
80.41,1.75,afiados,clara,N
135.06,1.60,normais,clara,S
95.14,2.06,normais,clara,S
52.30,1.95,normais,escura,S
73.85,1.53,normais,escura,S
135.11,1.60,normais,vermelha,N
163.22,1.80,afiados,clara,N
96.91,1.51,afiados,vermelha,N
148.53,2.04,normais,vermelha,N
84.80,1.79,normais,clara,S
100.00,1.90,normais,vermelha,S
171.91,1.80,afiados,vermelha,N
66.86,2.12,afiados,clara,S
167.88,2.37,normais,vermelha,N
84.55,2.03,afiados,vermelha,S
113.40,1.85,afiados,vermelha,N
51.99,1.88,normais,escura,S
133.39,2.07,afiados,escura,N
73.07,1.56,normais,clara,S
147.99,2.07,afiados,clara,N
153.21,1.59,afiados,vermelha,N
77.15,2.07,normais,clara,S
55.99,1.68,normais,clara,S
132.32,2.33,normais,vermelha,N
60.61,1.79,afiados,escura,N
52.42,2.09,normais,escura,S
97.94,1.84,normais,clara,S
50.27,2.26,normais,clara,S
87.82,1.56,afiados,vermelha,N
85.41,1.67,normais,clara,S
165.59,1.51,afiados,vermelha,N
139.47,1.97,afiados,vermelha,N
99.73,2.29,normais,vermelha,S
108.37,1.90,afiados,vermelha,N
138.27,1.75,normais,vermelha,N
146.51,1.96,normais,clara,S
138.55,1.66,normais,clara,S
86.44,1.99,normais,clara,S
126.14,2.24,afiados,vermelha,N
64.44,1.91,normais,clara,S
171.17,1.85,normais,escura,S
79.51,2.26,afiados,vermelha,S
134.56,1.57,afiados,clara,N
121.35,2.23,afiados,clara,N
127.24,2.28,afiados,escura,N
81.05,1.96,afiados,escura,N
95.55,2.00,normais,clara,S
